id,restaurant,category,price_tier,neighborhood,opening_hour,closing_hour,average_rating,good_for_kids
333,Y-find,Ukraine,cheap,Boerum Hill,10:00,21:00,3,false
334,Bytecard,France,medium,Queensbridge,10:00,21:00,1,true
335,Stim,China,medium,Financial District,10:00,21:00,3,false
336,Cookley,Pakistan,medium,Murray Hill,10:00,21:00,1,true
337,Cardguard,Dominican Republic,cheap,Queensbridge,10:00,21:00,2,true
338,Tres-Zap,China,medium,Tribeca,10:00,21:00,4,true
339,Holdlamis,Myanmar,cheap,Tribeca,10:00,21:00,5,true
340,Konklab,Namibia,medium,DUMBO,10:00,21:00,2,true
341,Biodex,Iran,medium,Coney Island,10:00,21:00,1,true
342,Subin,Indonesia,medium,Prospect Heights,10:00,21:00,4,false
343,Greenlam,China,cheap,Williamsburg,10:00,21:00,3,true
344,Stringtough,Brazil,cheap,DUMBO,10:00,21:00,3,true
345,Stim,Armenia,medium,Ridgewood,10:00,21:00,5,false
346,Holdlamis,China,expensive,Nolita,10:00,21:00,3,true
347,Domainer,China,cheap,Financial District,10:00,21:00,3,false
348,Stronghold,Portugal,expensive,Bronx Park,10:00,21:00,4,true
349,Alpha,France,expensive,Lower East Side,10:00,21:00,2,false
350,Zaam-Dox,Haiti,expensive,Kips Bay,10:00,21:00,4,false
351,Sonsing,France,expensive,Jamaica,10:00,21:00,1,false
352,Subin,Russia,cheap,Cobble Hill,10:00,21:00,2,false
353,Stronghold,Czech Republic,medium,Fort Greene,10:00,21:00,3,false
354,Temp,China,medium,Bronx Park,10:00,21:00,5,true
355,Toughjoyfax,China,medium,Stuyvesant Town,10:00,21:00,1,true
356,Solarbreeze,China,cheap,Stuyvesant Town,10:00,21:00,2,true
357,Domainer,Brazil,expensive,Morningside Heights,10:00,21:00,2,true
358,Trippledex,Russia,expensive,Financial District,10:00,21:00,1,false
359,Tempsoft,Honduras,medium,Morningside Heights,10:00,21:00,2,false
360,Holdlamis,Japan,expensive,Upper East Side,10:00,21:00,4,true
361,Holdlamis,Vietnam,medium,Carroll Gardens,10:00,21:00,3,false
362,Voyatouch,Poland,expensive,Astoria,10:00,21:00,4,true
363,Lotstring,Indonesia,expensive,Koreatown,10:00,21:00,2,true
364,Tampflex,Bosnia and Herzegovina,expensive,Chinatown,10:00,21:00,5,true
365,Hatity,Indonesia,cheap,Financial District,10:00,21:00,5,false
366,Tresom,Peru,cheap,East Harlem,10:00,21:00,2,true
367,Fixflex,China,medium,NoHo,10:00,21:00,5,true
368,Transcof,Indonesia,expensive,Inwood,10:00,21:00,3,true
369,Bytecard,Bosnia and Herzegovina,medium,Astoria,10:00,21:00,3,true
370,Lotlux,Ukraine,medium,St. George,10:00,21:00,5,true
371,Veribet,Brazil,cheap,Red Hook,10:00,21:00,4,true
372,Pannier,Peru,cheap,Gowanus,10:00,21:00,4,false
373,Trippledex,Indonesia,cheap,Williamsburg,10:00,21:00,2,false
374,Span,Russia,cheap,Long Island City,10:00,21:00,4,true
375,Transcof,Brazil,expensive,Long Island City,10:00,21:00,5,false
376,Konklux,Sweden,cheap,Carroll Gardens,10:00,21:00,5,true
377,Mat Lam Tam,Vietnam,cheap,Cobble Hill,10:00,21:00,4,true
378,Ventosanzap,Uruguay,medium,Fort Greene,10:00,21:00,5,true
379,Alpha,Portugal,expensive,Jamaica,10:00,21:00,3,false
380,Lotstring,Brazil,cheap,Gowanus,10:00,21:00,1,true
381,Daltfresh,Philippines,medium,East Harlem,10:00,21:00,4,false
382,Bytecard,Madagascar,medium,Greenpoint,10:00,21:00,4,true
383,Trippledex,Indonesia,medium,Brooklyn Heights,10:00,21:00,5,true
384,Konklux,China,cheap,Morningside Heights,10:00,21:00,5,true
385,Gembucket,Indonesia,medium,Jackson Heights,10:00,21:00,2,false
386,Tres-Zap,China,medium,Upper West Side,10:00,21:00,1,true
387,Domainer,Brazil,medium,Battery Park City,10:00,21:00,4,true
388,Flowdesk,China,medium,Upper West Side,10:00,21:00,5,true
389,Flowdesk,China,cheap,Chinatown,10:00,21:00,1,false
390,Flexidy,Thailand,cheap,Prospect Heights,10:00,21:00,5,true
391,Bamity,Greece,cheap,SoHo,10:00,21:00,1,false
392,Bitchip,Antigua and Barbuda,medium,Brooklyn Heights,10:00,21:00,3,false
393,Treeflex,China,medium,Park Slope,10:00,21:00,2,true
394,Sonair,China,expensive,Midtown,10:00,21:00,2,true
395,Stronghold,France,medium,West Village,10:00,21:00,5,true
396,Cardguard,China,expensive,Lower East Side,10:00,21:00,3,true
397,Y-find,Indonesia,cheap,East Village,10:00,21:00,5,true
398,Konklux,Sweden,medium,Fort Greene,10:00,21:00,4,true
399,Fix San,Thailand,medium,Gowanus,10:00,21:00,2,false
400,Viva,China,medium,Carroll Gardens,10:00,21:00,2,false
401,Voltsillam,Indonesia,cheap,East Harlem,10:00,21:00,4,false
402,Duobam,Latvia,cheap,Murray Hill,10:00,21:00,4,false
403,Job,Portugal,cheap,Inwood,10:00,21:00,1,false
404,Tin,Colombia,cheap,Coney Island,10:00,21:00,4,true
405,Y-find,Thailand,cheap,Stuyvesant Town,10:00,21:00,2,false
406,Otcom,Poland,medium,Little Italy,10:00,21:00,1,false
407,Subin,Peru,medium,Flushing,10:00,21:00,2,true
408,Lotlux,China,medium,Battery Park City,10:00,21:00,2,false
409,It,China,cheap,Nolita,10:00,21:00,4,true
410,Aerified,Netherlands,medium,Midtown,10:00,21:00,4,false
411,Cardify,Palestinian Territory,cheap,Little Italy,10:00,21:00,5,false
412,Sonair,France,expensive,Columbia Street Waterfront District,10:00,21:00,4,true
413,Tres-Zap,Canada,cheap,Queensbridge,10:00,21:00,5,true
414,Span,China,cheap,Hell's Kitchen,10:00,21:00,3,false
415,Zathin,Russia,expensive,Windsor Terrace,10:00,21:00,5,false
416,Vagram,Chile,medium,Chinatown,10:00,21:00,3,false
417,Domainer,Portugal,expensive,Carroll Gardens,10:00,21:00,2,false
418,Biodex,Philippines,cheap,Astoria,10:00,21:00,1,false
419,Voyatouch,Indonesia,medium,St. George,10:00,21:00,1,false
420,Zontrax,Guinea-Bissau,cheap,Columbia Street Waterfront District,10:00,21:00,4,false
421,Konklab,China,medium,Upper East Side,10:00,21:00,1,true
422,Zontrax,Russia,medium,Upper East Side,10:00,21:00,2,false
423,Subin,Philippines,cheap,Midtown,10:00,21:00,5,true
424,Toughjoyfax,Malaysia,medium,Nolita,10:00,21:00,2,true
425,Flexidy,Philippines,cheap,Bed-Stuy,10:00,21:00,3,false
426,Zaam-Dox,China,medium,Gowanus,10:00,21:00,4,true
427,Fintone,Netherlands,cheap,Cobble Hill,10:00,21:00,3,true
428,Stronghold,United Kingdom,medium,Koreatown,10:00,21:00,5,true
429,Sub-Ex,China,cheap,Yorkville,10:00,21:00,1,false
430,Aerified,Croatia,expensive,Meatpacking District,10:00,21:00,1,false
431,Regrant,Russia,expensive,Upper West Side,10:00,21:00,3,true
432,Opela,Poland,cheap,Columbia Street Waterfront District,10:00,21:00,3,true
433,Bigtax,Indonesia,expensive,Koreatown,10:00,21:00,5,true
434,Y-Solowarm,China,medium,Nolita,10:00,21:00,1,false
435,Rank,Indonesia,medium,Flushing,10:00,21:00,1,true
436,Fixflex,Mexico,expensive,Financial District,10:00,21:00,1,true
437,Kanlam,China,medium,Brooklyn Heights,10:00,21:00,5,true
438,Fix San,Mexico,cheap,Carroll Gardens,10:00,21:00,2,true
439,Daltfresh,Brazil,cheap,SoHo,10:00,21:00,4,true
440,Ventosanzap,Venezuela,expensive,Inwood,10:00,21:00,3,false
441,Biodex,China,expensive,Bed-Stuy,10:00,21:00,2,true
442,Viva,China,medium,West Village,10:00,21:00,3,true
443,Opela,Belarus,expensive,Hell's Kitchen,10:00,21:00,1,true
444,Redhold,China,cheap,Gowanus,10:00,21:00,3,true
445,Vagram,Sweden,cheap,Long Island City,10:00,21:00,2,false
446,Tresom,United States,medium,Financial District,10:00,21:00,5,false
447,Ronstring,China,cheap,Morningside Heights,10:00,21:00,5,true
448,Ronstring,Costa Rica,cheap,Queensbridge,10:00,21:00,4,false
449,Rank,Nigeria,medium,Carroll Gardens,10:00,21:00,2,true
450,Regrant,Philippines,medium,Meatpacking District,10:00,21:00,5,true
451,Bytecard,France,expensive,Coney Island,10:00,21:00,3,true
452,Span,Philippines,expensive,Long Island City,10:00,21:00,3,false
453,Konklux,China,expensive,Financial District,10:00,21:00,2,false
454,Konklux,Philippines,medium,Coney Island,10:00,21:00,2,false
455,Zontrax,Thailand,cheap,St. George,10:00,21:00,2,false
456,Stringtough,Turkey,cheap,Upper West Side,10:00,21:00,2,true
457,Mat Lam Tam,Indonesia,medium,Ridgewood,10:00,21:00,4,false
458,Namfix,Indonesia,cheap,Two Bridges,10:00,21:00,3,true
459,Pannier,Greece,cheap,Harlem,10:00,21:00,3,false
460,Zontrax,China,cheap,Hell's Kitchen,10:00,21:00,3,false
461,Ventosanzap,Brazil,cheap,St. George,10:00,21:00,4,false
462,Rank,Portugal,cheap,Flushing,10:00,21:00,1,true
463,Zontrax,France,medium,Flushing,10:00,21:00,1,true
464,Tin,France,medium,Harlem,10:00,21:00,4,true
465,Treeflex,Venezuela,expensive,Stuyvesant Town,10:00,21:00,1,true
466,Fix San,Brazil,expensive,Astoria,10:00,21:00,3,true
467,Fintone,Mexico,cheap,Astoria,10:00,21:00,1,true
468,Zontrax,China,medium,DUMBO,10:00,21:00,3,true
469,Biodex,Portugal,cheap,Lower East Side,10:00,21:00,2,true
470,Toughjoyfax,Poland,medium,Flushing,10:00,21:00,3,false
471,Daltfresh,Indonesia,medium,Financial District,10:00,21:00,2,true
472,Overhold,Greece,expensive,Boerum Hill,10:00,21:00,1,false
473,Overhold,Chile,medium,Windsor Terrace,10:00,21:00,1,true
474,Sonsing,Portugal,cheap,Park Slope,10:00,21:00,1,true
475,Asoka,Afghanistan,cheap,Astoria,10:00,21:00,2,true
476,Bamity,Poland,expensive,Fort Greene,10:00,21:00,4,false
477,It,United States,expensive,Inwood,10:00,21:00,5,true
478,Sub-Ex,Portugal,expensive,Boerum Hill,10:00,21:00,5,true
479,Job,China,expensive,Hell's Kitchen,10:00,21:00,5,false
480,Bigtax,Vietnam,medium,Jamaica,10:00,21:00,4,true
481,Flexidy,China,cheap,Astoria,10:00,21:00,5,false
482,Zontrax,Czech Republic,expensive,NoHo,10:00,21:00,1,false
483,Duobam,Pakistan,medium,Carroll Gardens,10:00,21:00,1,false
484,Hatity,China,cheap,Stuyvesant Town,10:00,21:00,1,false
485,Veribet,Croatia,cheap,Ridgewood,10:00,21:00,1,false
486,Flowdesk,Philippines,expensive,St. George,10:00,21:00,2,false
487,Sonsing,Russia,cheap,Astoria,10:00,21:00,2,false
488,Zaam-Dox,South Africa,cheap,Gowanus,10:00,21:00,2,false
489,Trippledex,China,medium,Nolita,10:00,21:00,1,true
490,Trippledex,Japan,expensive,Inwood,10:00,21:00,5,false
491,Bitchip,China,expensive,Koreatown,10:00,21:00,4,true
492,Bitwolf,China,medium,Cobble Hill,10:00,21:00,4,false
493,Fintone,Switzerland,medium,Fort Greene,10:00,21:00,3,false
494,Treeflex,Indonesia,medium,Battery Park City,10:00,21:00,5,false
495,Job,Czech Republic,expensive,Boerum Hill,10:00,21:00,4,true
496,Ronstring,Mauritius,expensive,Financial District,10:00,21:00,4,false
497,Holdlamis,China,medium,Harlem,10:00,21:00,4,true
498,Zoolab,Swaziland,expensive,Ridgewood,10:00,21:00,2,false
499,Y-Solowarm,Sweden,expensive,Williamsburg,10:00,21:00,3,true
500,Aerified,Slovenia,medium,Battery Park City,10:00,21:00,2,true
501,Job,Iran,medium,Astoria,10:00,21:00,1,true
502,Ronstring,Colombia,medium,Murray Hill,10:00,21:00,2,false
503,Prodder,China,expensive,Lower East Side,10:00,21:00,1,true
504,Zamit,Czech Republic,expensive,Nolita,10:00,21:00,4,false
505,Flowdesk,Germany,cheap,Flatiron District,10:00,21:00,5,true
506,Mat Lam Tam,Indonesia,medium,Prospect Heights,10:00,21:00,3,true
507,Tres-Zap,Poland,cheap,Cobble Hill,10:00,21:00,3,false
508,Zamit,Czech Republic,medium,Meatpacking District,10:00,21:00,4,false
509,Lotstring,Indonesia,cheap,St. George,10:00,21:00,1,false
510,Hatity,Switzerland,expensive,Midtown,10:00,21:00,1,true
511,Konklab,United States,medium,Park Slope,10:00,21:00,1,true
512,Zathin,Pakistan,expensive,East Village,10:00,21:00,1,false
513,Fix San,Indonesia,cheap,Chinatown,10:00,21:00,4,false
514,Veribet,Philippines,medium,Hell's Kitchen,10:00,21:00,5,false
515,Stringtough,Colombia,expensive,Nolita,10:00,21:00,2,false
516,Veribet,Russia,medium,Bed-Stuy,10:00,21:00,4,true
517,Sub-Ex,France,expensive,Hell's Kitchen,10:00,21:00,1,true
518,Cardguard,Armenia,cheap,NoHo,10:00,21:00,4,true
519,Span,Mauritius,cheap,Hell's Kitchen,10:00,21:00,1,false
520,Sonsing,Norway,cheap,Park Slope,10:00,21:00,2,false
521,Ronstring,Indonesia,medium,Queensbridge,10:00,21:00,3,true
522,Home Ing,Indonesia,expensive,Prospect Heights,10:00,21:00,1,true
523,Cardguard,China,medium,Bed-Stuy,10:00,21:00,2,false
524,Sonair,Indonesia,medium,Astoria,10:00,21:00,1,false
525,Ronstring,Croatia,medium,Midtown,10:00,21:00,1,false
526,Sonsing,China,expensive,Park Slope,10:00,21:00,3,false
527,Namfix,Philippines,expensive,Jamaica,10:00,21:00,4,false
528,Konklab,China,medium,Cobble Hill,10:00,21:00,5,false
529,Greenlam,Sweden,cheap,Inwood,10:00,21:00,5,false
530,Andalax,Indonesia,medium,Carroll Gardens,10:00,21:00,1,true
531,Opela,Indonesia,expensive,East Harlem,10:00,21:00,4,true
532,Flowdesk,France,cheap,Bed-Stuy,10:00,21:00,2,true
533,Home Ing,Pakistan,cheap,Hell's Kitchen,10:00,21:00,3,true
534,Cardguard,Philippines,cheap,Upper East Side,10:00,21:00,3,false
535,Stringtough,Greece,medium,Gowanus,10:00,21:00,4,false
536,Fix San,Indonesia,expensive,St. George,10:00,21:00,3,false
537,Zathin,China,expensive,Koreatown,10:00,21:00,1,true
538,It,China,expensive,Astoria,10:00,21:00,3,true
539,Regrant,Vietnam,expensive,Upper West Side,10:00,21:00,1,true
540,Bytecard,Mexico,medium,SoHo,10:00,21:00,1,false
541,Sub-Ex,Portugal,medium,Astoria,10:00,21:00,3,false
542,Alpha,Poland,expensive,Long Island City,10:00,21:00,3,false
543,Tresom,Uganda,medium,Hell's Kitchen,10:00,21:00,3,false
544,Matsoft,China,expensive,Astoria,10:00,21:00,3,true
545,Flowdesk,France,medium,Murray Hill,10:00,21:00,3,false
546,Fintone,Brazil,medium,Jamaica,10:00,21:00,3,true
547,Home Ing,Paraguay,medium,NoHo,10:00,21:00,5,false
548,Job,United States,expensive,Long Island City,10:00,21:00,4,false
549,Subin,Kyrgyzstan,medium,Brooklyn Heights,10:00,21:00,3,false
550,It,Tunisia,cheap,Park Slope,10:00,21:00,5,false
551,Redhold,Poland,expensive,Greenpoint,10:00,21:00,3,true
552,Hatity,Thailand,expensive,Long Island City,10:00,21:00,3,true
553,It,China,medium,West Village,10:00,21:00,2,true
554,Aerified,Indonesia,cheap,DUMBO,10:00,21:00,3,true
555,Y-Solowarm,Cambodia,medium,Astoria,10:00,21:00,4,false
556,Alphazap,Gambia,medium,Kips Bay,10:00,21:00,1,true
557,Y-Solowarm,South Korea,expensive,Bronx Park,10:00,21:00,4,false
558,Tin,Cuba,expensive,Flushing,10:00,21:00,3,true
559,Bigtax,Indonesia,medium,Meatpacking District,10:00,21:00,4,false
560,Job,Netherlands,cheap,Yorkville,10:00,21:00,2,true
561,Tres-Zap,Chile,medium,Brooklyn Heights,10:00,21:00,1,false
562,Zaam-Dox,Brazil,medium,Jamaica,10:00,21:00,5,true
563,Stringtough,Ukraine,medium,Sunset Park,10:00,21:00,4,true
564,Domainer,Armenia,medium,Nolita,10:00,21:00,5,true
565,Latlux,Tanzania,medium,Chinatown,10:00,21:00,5,false
566,Job,China,expensive,NoHo,10:00,21:00,5,true
567,Zontrax,Thailand,cheap,Astoria,10:00,21:00,1,false
568,Job,Canada,medium,Ridgewood,10:00,21:00,3,true
569,Biodex,Japan,medium,Hell's Kitchen,10:00,21:00,2,false
570,Viva,Peru,expensive,Boerum Hill,10:00,21:00,3,false
571,Lotlux,China,cheap,Gowanus,10:00,21:00,2,false
572,Quo Lux,Poland,cheap,Columbia Street Waterfront District,10:00,21:00,3,false
573,Bytecard,Indonesia,medium,DUMBO,10:00,21:00,2,true
574,Treeflex,Finland,medium,Jackson Heights,10:00,21:00,1,true
575,Tresom,China,expensive,Ridgewood,10:00,21:00,2,true
576,Subin,Dominican Republic,medium,NoHo,10:00,21:00,4,true
577,Asoka,United States,expensive,Queensbridge,10:00,21:00,2,true
578,Trippledex,United States,expensive,Ridgewood,10:00,21:00,4,false
579,Tresom,Czech Republic,expensive,South Slope,10:00,21:00,4,false
580,Aerified,Greece,medium,Columbia Street Waterfront District,10:00,21:00,5,false
581,Lotlux,Canada,expensive,Carroll Gardens,10:00,21:00,5,false
582,It,Russia,cheap,Queensbridge,10:00,21:00,5,false
583,Quo Lux,Philippines,medium,Williamsburg,10:00,21:00,5,true
584,Tresom,Sweden,cheap,South Slope,10:00,21:00,5,false
585,Vagram,Japan,expensive,Flatiron District,10:00,21:00,2,true
586,Cookley,Iran,medium,SoHo,10:00,21:00,3,true
587,Kanlam,China,medium,Two Bridges,10:00,21:00,1,true
588,Aerified,Brazil,cheap,Jamaica,10:00,21:00,3,true
589,Opela,China,cheap,Tribeca,10:00,21:00,3,true
590,Flexidy,China,expensive,Inwood,10:00,21:00,2,true
591,Keylex,Cuba,medium,South Slope,10:00,21:00,3,true
592,Overhold,Indonesia,expensive,Chinatown,10:00,21:00,3,false
593,Regrant,Thailand,medium,West Village,10:00,21:00,3,false
594,Zathin,Brazil,medium,Upper East Side,10:00,21:00,3,true
595,Otcom,Canada,cheap,Park Slope,10:00,21:00,3,false
596,Solarbreeze,China,cheap,Carroll Gardens,10:00,21:00,2,false
597,Bytecard,Canada,cheap,SoHo,10:00,21:00,1,false
598,Solarbreeze,Spain,medium,Flushing,10:00,21:00,3,true
599,Domainer,Japan,expensive,Midtown,10:00,21:00,1,false
600,Zontrax,Indonesia,medium,East Village,10:00,21:00,2,false
601,Viva,Honduras,medium,Two Bridges,10:00,21:00,4,true
602,Sonsing,Canada,medium,Windsor Terrace,10:00,21:00,2,true
603,Opela,Greece,expensive,Two Bridges,10:00,21:00,2,false
604,Konklab,Nigeria,medium,SoHo,10:00,21:00,3,false
605,Pannier,United States,cheap,Battery Park City,10:00,21:00,4,false
606,Sub-Ex,Japan,expensive,Upper East Side,10:00,21:00,2,false
607,Zoolab,Russia,expensive,Yorkville,10:00,21:00,2,true
608,Domainer,China,cheap,Midtown,10:00,21:00,3,false
609,Toughjoyfax,China,cheap,Columbia Street Waterfront District,10:00,21:00,1,false
610,Solarbreeze,Indonesia,cheap,Flatiron District,10:00,21:00,2,false
611,Fix San,China,cheap,Red Hook,10:00,21:00,3,true
612,Gembucket,Ukraine,expensive,Sunset Park,10:00,21:00,4,false
613,Konklux,Philippines,medium,Sunset Park,10:00,21:00,1,true
614,Aerified,Indonesia,expensive,Jackson Heights,10:00,21:00,4,true
615,Rank,Czech Republic,medium,Stuyvesant Town,10:00,21:00,4,true
616,Y-Solowarm,Canada,medium,Coney Island,10:00,21:00,4,true
617,Rank,United States,medium,St. George,10:00,21:00,1,true
618,Transcof,Indonesia,cheap,Morningside Heights,10:00,21:00,1,false
619,Regrant,Brazil,expensive,Murray Hill,10:00,21:00,5,false
620,Tin,China,cheap,Prospect Heights,10:00,21:00,3,false
621,Konklab,Indonesia,cheap,Ridgewood,10:00,21:00,2,true
622,Alphazap,Philippines,expensive,Tribeca,10:00,21:00,5,false
623,Kanlam,Portugal,cheap,Upper East Side,10:00,21:00,2,false
624,Fixflex,Poland,medium,Carroll Gardens,10:00,21:00,4,true
625,Zontrax,France,cheap,Inwood,10:00,21:00,2,false
626,Gembucket,Albania,expensive,Koreatown,10:00,21:00,1,true
627,It,China,medium,SoHo,10:00,21:00,4,true
628,Zamit,Vietnam,expensive,Yorkville,10:00,21:00,3,false
629,Treeflex,Benin,expensive,Flatiron District,10:00,21:00,4,true
630,Holdlamis,Poland,cheap,Columbia Street Waterfront District,10:00,21:00,5,true
631,Domainer,Cameroon,cheap,DUMBO,10:00,21:00,1,true
632,Sonsing,Indonesia,medium,Flushing,10:00,21:00,1,true
633,Fix San,Morocco,medium,Lower East Side,10:00,21:00,4,true
634,Redhold,Pakistan,expensive,Koreatown,10:00,21:00,5,false
635,Tin,Austria,expensive,Battery Park City,10:00,21:00,5,true
636,Bytecard,Myanmar,cheap,Gowanus,10:00,21:00,1,false
637,Lotlux,China,medium,Long Island City,10:00,21:00,3,true
638,Solarbreeze,Philippines,cheap,Koreatown,10:00,21:00,4,false
639,Job,Indonesia,cheap,Queensbridge,10:00,21:00,5,false
640,Bitchip,South Korea,medium,Windsor Terrace,10:00,21:00,4,true
641,Ventosanzap,Philippines,expensive,Queensbridge,10:00,21:00,4,false
642,Lotlux,China,expensive,Midtown,10:00,21:00,2,false
643,Bytecard,Morocco,medium,DUMBO,10:00,21:00,5,false
644,Keylex,Democratic Republic of the Congo,medium,Greenpoint,10:00,21:00,2,true
645,Bigtax,Czech Republic,medium,Kips Bay,10:00,21:00,1,false
646,Zamit,Cameroon,expensive,DUMBO,10:00,21:00,4,true
647,Zamit,United States,expensive,Long Island City,10:00,21:00,4,true
648,Bytecard,Somalia,medium,Nolita,10:00,21:00,2,true
649,Bigtax,Japan,cheap,Kips Bay,10:00,21:00,2,false
650,Daltfresh,Russia,medium,Hell's Kitchen,10:00,21:00,2,true
651,Konklux,Philippines,expensive,Harlem,10:00,21:00,1,false
652,Ronstring,Argentina,medium,Midtown,10:00,21:00,1,false
653,Asoka,Morocco,expensive,Boerum Hill,10:00,21:00,3,false
654,Home Ing,Poland,cheap,West Village,10:00,21:00,1,true
655,Konklab,Syria,medium,Murray Hill,10:00,21:00,1,true
656,Vagram,Russia,medium,Queensbridge,10:00,21:00,4,false
657,Bytecard,Bulgaria,cheap,Flatiron District,10:00,21:00,3,false
658,Kanlam,China,medium,Queensbridge,10:00,21:00,2,true
659,Treeflex,France,cheap,Battery Park City,10:00,21:00,3,false
660,Lotlux,Indonesia,cheap,Midtown,10:00,21:00,4,false
661,Trippledex,Philippines,cheap,Prospect Heights,10:00,21:00,2,true
662,Holdlamis,Portugal,cheap,Sunset Park,10:00,21:00,4,false
663,Prodder,Dominican Republic,cheap,Bronx Park,10:00,21:00,2,true
664,Y-Solowarm,Portugal,medium,Chinatown,10:00,21:00,2,false
665,Wrapsafe,Guatemala,medium,East Village,10:00,21:00,2,true
666,Sub-Ex,Poland,expensive,Sunset Park,10:00,21:00,1,true
